fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,dia_semana,año,mes,dia_mes,nombre_dia_semana,es_fin_de_semana,es_festivo,nombre_festivo,es_black_friday,es_cyber_monday,semana_año,trimestre,inicio_mes,fin_mes,es_primer_dia_mes,es_ultimo_dia_mes,es_dia_laborable,unidades_vendidas_lag1,unidades_vendidas_lag2,unidades_vendidas_lag3,unidades_vendidas_lag4,unidades_vendidas_lag5,unidades_vendidas_lag6,unidades_vendidas_lag7,unidades_vendidas_mm7,descuento_porcentaje,precio_competencia,ratio_precio,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Ultraboost 23,nombre_h_Asics Gel Nimbus 25,nombre_h_Bowflex SelectTech 552,nombre_h_Columbia Silver Ridge,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Domyos BM900,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Gaiam Premium Yoga Block,nombre_h_Liforme Yoga Pad,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Manduka PRO Yoga Mat,nombre_h_Merrell Moab 2 GTX,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Dri-FIT Miler,nombre_h_Puma Velocity Nitro 2,nombre_h_Quechua MH500,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Professional Deck,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Sveltus Kettlebell 12kg,nombre_h_The North Face Borealis,nombre_h_Trek Marlin 7,categoria_h_Fitness,categoria_h_Outdoor,categoria_h_Running,categoria_h_Wellness,subcategoria_h_Banco Gimnasio,subcategoria_h_Bandas Elásticas,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bloque Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Yoga,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mochila Trekking,subcategoria_h_Pesa Rusa,subcategoria_h_Pesas Casa,subcategoria_h_Rodillera Yoga,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Trail,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Ultraboost 23,nombre_h_Asics Gel Nimbus 25,nombre_h_Bowflex SelectTech 552,nombre_h_Columbia Silver Ridge,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Domyos BM900,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Gaiam Premium Yoga Block,nombre_h_Liforme Yoga Pad,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Manduka PRO Yoga Mat,nombre_h_Merrell Moab 2 GTX,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Dri-FIT Miler,nombre_h_Puma Velocity Nitro 2,nombre_h_Quechua MH500,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Professional Deck,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Sveltus Kettlebell 12kg,nombre_h_The North Face Borealis,nombre_h_Trek Marlin 7,categoria_h_Fitness,categoria_h_Outdoor,categoria_h_Running,categoria_h_Wellness,subcategoria_h_Banco Gimnasio,subcategoria_h_Bandas Elásticas,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bloque Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Yoga,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mochila Trekking,subcategoria_h_Pesa Rusa,subcategoria_h_Pesas Casa,subcategoria_h_Rodillera Yoga,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Trail
2021-11-11,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,118.11,1181.1,3,2021,11,11,Thursday,False,False,,False,False,45,4,False,False,False,False,True,10.0,11.0,9.0,10.0,10.0,10.0,12.0,10.0,2.704347826086956,96.62666666666667,1.2223333793293776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-12,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,112.34,1235.74,4,2021,11,12,Friday,False,False,,False,False,45,4,False,False,False,False,True,10.0,10.0,11.0,9.0,10.0,10.0,10.0,10.142857142857142,-2.313043478260867,95.24000000000001,1.1795464090718184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-13,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,17,114.11,1939.87,5,2021,11,13,Saturday,True,False,,False,False,45,4,False,False,False,False,False,11.0,10.0,10.0,11.0,9.0,10.0,10.0,11.142857142857142,-0.7739130434782614,97.05000000000001,1.175785677485832,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-14,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,116.81,1051.29,6,2021,11,14,Sunday,True,False,,False,False,45,4,False,False,False,False,False,17.0,11.0,10.0,10.0,11.0,9.0,10.0,11.0,1.5739130434782627,96.96666666666665,1.2046407700240633,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-15,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,115.08,1380.96,0,2021,11,15,Monday,False,False,,False,False,46,4,False,False,False,False,True,9.0,17.0,11.0,10.0,10.0,11.0,9.0,11.428571428571429,0.06956521739130286,95.46333333333332,1.2054890184713154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-16,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,113.96,1253.56,1,2021,11,16,Tuesday,False,False,,False,False,46,4,False,False,False,False,True,12.0,9.0,17.0,11.0,10.0,10.0,11.0,11.428571428571429,-0.904347826086962,95.14333333333333,1.1977717829240093,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-17,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,113.51,1135.1,2,2021,11,17,Wednesday,False,False,,False,False,46,4,False,False,False,False,True,11.0,12.0,9.0,17.0,11.0,10.0,10.0,11.428571428571429,-1.295652173913039,96.04333333333334,1.1818623537986326,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-18,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,113.01,1017.09,3,2021,11,18,Thursday,False,False,,False,False,46,4,False,False,False,False,True,10.0,11.0,12.0,9.0,17.0,11.0,10.0,11.285714285714286,-1.7304347826086912,97.34333333333332,1.1609423689346987,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-19,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,14,111.67,1563.38,4,2021,11,19,Friday,False,False,,False,False,46,4,False,False,False,False,True,9.0,10.0,11.0,12.0,9.0,17.0,11.0,11.714285714285714,-2.895652173913042,97.22333333333334,1.1485925875132854,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-20,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,13,115.2,1497.6,5,2021,11,20,Saturday,True,False,,False,False,46,4,False,False,False,False,False,14.0,9.0,10.0,11.0,12.0,9.0,17.0,11.142857142857142,0.17391304347826333,95.38333333333333,1.2077581687925913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-21,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,115.93,1159.3,6,2021,11,21,Sunday,True,False,,False,False,46,4,False,False,False,False,False,13.0,14.0,9.0,10.0,11.0,12.0,9.0,11.285714285714286,0.8086956521739189,95.92666666666666,1.2085273472791718,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-22,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,114.98,1264.78,0,2021,11,22,Monday,False,False,,False,False,47,4,False,False,False,False,True,10.0,13.0,14.0,9.0,10.0,11.0,12.0,11.142857142857142,-0.017391304347822628,94.78666666666668,1.2130398086932057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-23,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,112.09,1345.08,1,2021,11,23,Tuesday,False,False,,False,False,47,4,False,False,False,False,True,11.0,10.0,13.0,14.0,9.0,10.0,11.0,11.285714285714286,-2.5304347826086926,89.32,1.2549261083743843,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-24,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,14,111.91,1566.74,2,2021,11,24,Wednesday,False,False,,False,False,47,4,False,True,False,False,True,12.0,11.0,10.0,13.0,14.0,9.0,10.0,11.857142857142858,-2.6869565217391336,87.97333333333334,1.272090027280994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-25,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,14,112.33,1572.62,3,2021,11,25,Thursday,False,False,,False,False,47,4,False,True,False,False,True,14.0,12.0,11.0,10.0,13.0,14.0,9.0,12.571428571428571,-2.3217391304347843,90.26333333333332,1.2444698844122752,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,44,97.75,4301.0,4,2021,11,26,Friday,False,False,,True,False,47,4,False,True,False,False,True,14.0,14.0,12.0,11.0,10.0,13.0,14.0,16.857142857142858,-15.0,92.94583333333334,1.051687811001031,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,49,101.2,4958.8,5,2021,11,27,Saturday,True,False,,False,False,47,4,False,True,False,False,False,44.0,14.0,14.0,12.0,11.0,10.0,13.0,22.0,-11.999999999999998,97.29583333333333,1.0401267611665455,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,36,101.2,3643.2,6,2021,11,28,Sunday,True,False,,False,False,47,4,False,True,False,False,False,49.0,44.0,14.0,14.0,12.0,11.0,10.0,25.714285714285715,-11.999999999999998,97.66666666666667,1.0361774744027303,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-29,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,36,97.75,3519.0,0,2021,11,29,Monday,False,False,,False,True,48,4,False,True,False,False,True,36.0,49.0,44.0,14.0,14.0,12.0,11.0,29.285714285714285,-15.0,93.05,1.0505104782375068,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-30,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,35,105.8,3703.0,1,2021,11,30,Tuesday,False,False,,False,False,48,4,False,True,False,True,True,36.0,36.0,49.0,44.0,14.0,14.0,12.0,32.57142857142857,-8.000000000000004,105.97083333333335,0.9983879212047339,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
