fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,año,mes,dia_mes,dia_semana,nombre_dia_semana,es_fin_de_semana,es_festivo,nombre_festivo,es_black_friday,es_cyber_monday,semana_año,trimestre,inicio_mes,fin_mes,es_primer_dia_mes,es_ultimo_dia_mes,es_dia_laborable,unidades_vendidas_lag1,unidades_vendidas_lag2,unidades_vendidas_lag3,unidades_vendidas_lag4,unidades_vendidas_lag5,unidades_vendidas_lag6,unidades_vendidas_lag7,unidades_vendidas_mm7,descuento_porcentaje,precio_competencia,ratio_precio,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Ultraboost 23,nombre_h_Asics Gel Nimbus 25,nombre_h_Bowflex SelectTech 552,nombre_h_Columbia Silver Ridge,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Domyos BM900,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Gaiam Premium Yoga Block,nombre_h_Liforme Yoga Pad,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Manduka PRO Yoga Mat,nombre_h_Merrell Moab 2 GTX,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Dri-FIT Miler,nombre_h_Puma Velocity Nitro 2,nombre_h_Quechua MH500,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Professional Deck,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Sveltus Kettlebell 12kg,nombre_h_The North Face Borealis,nombre_h_Trek Marlin 7,categoria_h_Fitness,categoria_h_Outdoor,categoria_h_Running,categoria_h_Wellness,subcategoria_h_Banco Gimnasio,subcategoria_h_Bandas Elásticas,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bloque Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Yoga,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mochila Trekking,subcategoria_h_Pesa Rusa,subcategoria_h_Pesas Casa,subcategoria_h_Rodillera Yoga,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Trail
2025-11-11,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,11,1,Tuesday,False,False,,False,False,46,4,False,False,False,False,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,99.76666666666667,1.1526896090878718,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-12,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,12,2,Wednesday,False,False,,False,False,46,4,False,False,False,False,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,100.90666666666665,1.1396670190274842,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-13,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,13,3,Thursday,False,False,,False,False,46,4,False,False,False,False,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,98.79666666666667,1.1640068828233072,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-14,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,14,4,Friday,False,False,,False,False,46,4,False,False,False,False,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,106.64333333333333,1.0783608914450036,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-15,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,15,5,Saturday,True,False,,False,False,46,4,False,False,False,False,False,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,97.13,1.1839802326778546,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-16,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,16,6,Sunday,True,False,,False,False,46,4,False,False,False,False,False,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,100.21666666666665,1.1475137202727426,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-17,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,17,0,Monday,False,False,,False,False,47,4,False,False,False,False,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,97.45333333333333,1.1800519906964018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-18,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,18,1,Tuesday,False,False,,False,False,47,4,False,False,False,False,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,98.16666666666667,1.1714770797962648,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-19,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,19,2,Wednesday,False,False,,False,False,47,4,False,False,False,False,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,95.53666666666668,1.2037263179930915,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-20,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,20,3,Thursday,False,False,,False,False,47,4,False,False,False,False,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,102.09333333333332,1.1264202690348701,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-21,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,21,4,Friday,False,False,,False,False,47,4,False,False,False,False,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,95.53000000000002,1.203810321365016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-22,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,22,5,Saturday,True,False,,False,False,47,4,False,False,False,False,False,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,100.73333333333333,1.1416280608868299,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-23,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,23,6,Sunday,True,False,,False,False,47,4,False,False,False,False,False,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,104.24,1.1032233307751345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-24,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,24,0,Monday,False,False,,False,False,48,4,False,True,False,False,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,101.14999999999999,1.1369253583786456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-25,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,25,1,Tuesday,False,False,,False,False,48,4,False,True,False,False,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,100.19999999999999,1.1477045908183634,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,26,2,Wednesday,False,False,,False,False,48,4,False,True,False,False,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,97.41000000000001,1.1805769428190123,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,27,3,Thursday,False,False,,False,False,48,4,False,True,False,False,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,102.44,1.1226083561108942,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,97.75,,2025,11,28,4,Friday,False,False,,True,False,48,4,False,True,False,False,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,-15.0,100.08666666666666,0.9766535669086792,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-29,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,29,5,Saturday,True,False,,False,False,48,4,False,True,False,False,False,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,103.84666666666665,1.1074019387558582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-30,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,11,30,6,Sunday,True,False,,False,False,48,4,False,True,False,True,False,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,0.0,100.57,1.14348215173511,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-01,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,1,5,Saturday,True,False,,False,False,44,4,True,False,True,False,False,13.0,13.0,14.0,12.0,15.0,19.0,27.0,,0.0,119.08,1.133691635875042,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,2,6,Sunday,True,True,Día de los Difuntos,False,False,44,4,True,False,False,False,False,13.0,13.0,13.0,14.0,12.0,15.0,19.0,,0.0,118.25,1.1416490486257929,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-03,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,3,0,Monday,False,True,Independencia de Cuenca,False,False,45,4,True,False,False,False,False,13.0,13.0,13.0,13.0,14.0,12.0,15.0,,0.0,117.83333333333333,1.1456859971711457,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-04,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,4,1,Tuesday,False,False,,False,False,45,4,True,False,False,False,True,13.0,13.0,13.0,13.0,13.0,14.0,12.0,,0.0,121.64666666666666,1.109771469282622,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-05,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,5,2,Wednesday,False,False,,False,False,45,4,True,False,False,False,True,13.0,13.0,13.0,13.0,13.0,13.0,14.0,,0.0,120.42,1.1210762331838564,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-06,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,6,3,Thursday,False,False,,False,False,45,4,True,False,False,False,True,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,0.0,119.23,1.1322653694539964,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-07,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,7,4,Friday,False,False,,False,False,45,4,True,False,False,False,True,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,0.0,118.77999999999999,1.1365549755851154,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-08,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,8,5,Saturday,True,False,,False,False,45,4,False,False,False,False,False,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,0.0,122.76333333333334,1.099676885063401,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-09,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,9,6,Sunday,True,False,,False,False,45,4,False,False,False,False,False,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,0.0,119.95666666666666,1.1254063967543835,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-10,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,10,0,Monday,False,False,,False,False,46,4,False,False,False,False,True,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,0.0,117.18666666666665,1.1520081920582548,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-11,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,11,1,Tuesday,False,False,,False,False,46,4,False,False,False,False,True,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,0.0,122.99333333333334,1.0976204672339964,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-12,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,12,2,Wednesday,False,False,,False,False,46,4,False,False,False,False,True,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,0.0,113.34666666666665,1.1910363486648632,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-13,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,13,3,Thursday,False,False,,False,False,46,4,False,False,False,False,True,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,0.0,118.50666666666667,1.139176417641764,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-14,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,14,4,Friday,False,False,,False,False,46,4,False,False,False,False,True,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,0.0,125.33,1.0771563073485997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-15,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,15,5,Saturday,True,False,,False,False,46,4,False,False,False,False,False,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,0.0,118.69333333333333,1.1373848573354304,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-16,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,16,6,Sunday,True,False,,False,False,46,4,False,False,False,False,False,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,0.0,121.59333333333332,1.1102582378419872,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-17,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,17,0,Monday,False,False,,False,False,47,4,False,False,False,False,True,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,0.0,119.52666666666666,1.1294550727871049,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-18,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,18,1,Tuesday,False,False,,False,False,47,4,False,False,False,False,True,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,0.0,115.96,1.164194549844774,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-19,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,19,2,Wednesday,False,False,,False,False,47,4,False,False,False,False,True,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,0.0,119.51666666666667,1.1295495746757775,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-20,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,20,3,Thursday,False,False,,False,False,47,4,False,False,False,False,True,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,0.0,117.95666666666666,1.1444880888461866,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-21,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,21,4,Friday,False,False,,False,False,47,4,False,False,False,False,True,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,0.0,123.14999999999999,1.0962241169305726,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-22,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,11,22,5,Saturday,True,False,,False,False,47,4,False,False,False,False,False,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,0.0,119.94666666666667,1.1255002223210315,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
